Premium Alcohol Master List (534 products);;;;;;;;;;;;;;;
Prepared March 8, 2026. Retailer columns are a mixed dataset: exact sampled listings were used where I could verify them, and the remaining rows are typical/estimated South African shelf prices based on brand tier, bottle size, and retailer positioning.;;;;;;;;;;;;;;;
Image Search URL opens a product image search rather than a direct hosted image file, because direct hotlinked retailer image URLs are unstable across stores.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Product Name;Category;Bottle Size;Country of Origin;Alcohol %;Cheapest Price (ZAR);Cheapest Retailer;Checkers Price (est.);Pick n Pay Price (est.);TOPS Price (est.);Woolworths Price (est.);Norman Goodfellows Price (est.);Image Search URL;Product Search URL;Notes;Suggested Image Search Term
Hoegaarden Wit;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Hoegaarden+Wit+bottle+pack+product+image;https://www.google.com/search?q=Hoegaarden+Wit+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hoegaarden Wit bottle pack product image
Leffe Blonde;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Leffe+Blonde+bottle+pack+product+image;https://www.google.com/search?q=Leffe+Blonde+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Leffe Blonde bottle pack product image
Leffe Brune;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Leffe+Brune+bottle+pack+product+image;https://www.google.com/search?q=Leffe+Brune+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Leffe Brune bottle pack product image
Duvel;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Duvel+bottle+pack+product+image;https://www.google.com/search?q=Duvel+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Duvel bottle pack product image
Chimay Blue;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Chimay+Blue+bottle+pack+product+image;https://www.google.com/search?q=Chimay+Blue+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Chimay Blue bottle pack product image
Chimay Red;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Chimay+Red+bottle+pack+product+image;https://www.google.com/search?q=Chimay+Red+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Chimay Red bottle pack product image
Paulaner Hefe-Weißbier;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Paulaner+Hefe-Wei%C3%9Fbier+bottle+pack+product+image;https://www.google.com/search?q=Paulaner+Hefe-Wei%C3%9Fbier+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Paulaner Hefe-Weißbier bottle pack product image
Erdinger Weissbier;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Erdinger+Weissbier+bottle+pack+product+image;https://www.google.com/search?q=Erdinger+Weissbier+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Erdinger Weissbier bottle pack product image
Budweiser;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Budweiser+bottle+pack+product+image;https://www.google.com/search?q=Budweiser+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Budweiser bottle pack product image
Asahi Super Dry;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Asahi+Super+Dry+bottle+pack+product+image;https://www.google.com/search?q=Asahi+Super+Dry+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Asahi Super Dry bottle pack product image
Sapporo Premium Beer;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Sapporo+Premium+Beer+bottle+pack+product+image;https://www.google.com/search?q=Sapporo+Premium+Beer+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Sapporo Premium Beer bottle pack product image
Kronenbourg 1664 Blanc;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Kronenbourg+1664+Blanc+bottle+pack+product+image;https://www.google.com/search?q=Kronenbourg+1664+Blanc+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Kronenbourg 1664 Blanc bottle pack product image
Castle Lite;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Castle+Lite+bottle+pack+product+image;https://www.google.com/search?q=Castle+Lite+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Castle Lite bottle pack product image
Windhoek Lager;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Windhoek+Lager+bottle+pack+product+image;https://www.google.com/search?q=Windhoek+Lager+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Windhoek Lager bottle pack product image
Amstel Lager;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Amstel+Lager+bottle+pack+product+image;https://www.google.com/search?q=Amstel+Lager+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Amstel Lager bottle pack product image
Newcastle Brown Ale;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Newcastle+Brown+Ale+bottle+pack+product+image;https://www.google.com/search?q=Newcastle+Brown+Ale+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Newcastle Brown Ale bottle pack product image
BrewDog Punk IPA;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=BrewDog+Punk+IPA+bottle+pack+product+image;https://www.google.com/search?q=BrewDog+Punk+IPA+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";BrewDog Punk IPA bottle pack product image
BrewDog Elvis Juice;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=BrewDog+Elvis+Juice+bottle+pack+product+image;https://www.google.com/search?q=BrewDog+Elvis+Juice+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";BrewDog Elvis Juice bottle pack product image
Samuel Adams Boston Lager;Beer - Premium;330ml / 340ml / 500ml;;;R44,10;TOPS;R45,00;R45,90;R44,10;R47,25;;https://www.google.com/search?tbm=isch&q=Samuel+Adams+Boston+Lager+bottle+pack+product+image;https://www.google.com/search?q=Samuel+Adams+Boston+Lager+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Samuel Adams Boston Lager bottle pack product image
Bavaria Premium;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Bavaria+Premium+bottle+pack+product+image;https://www.google.com/search?q=Bavaria+Premium+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bavaria Premium bottle pack product image
Devil's Peak King's Blockhouse IPA;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Devil%27s+Peak+King%27s+Blockhouse+IPA+bottle+pack+product+image;https://www.google.com/search?q=Devil%27s+Peak+King%27s+Blockhouse+IPA+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Devil's Peak King's Blockhouse IPA bottle pack product image
CBC Amber Weiss;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=CBC+Amber+Weiss+bottle+pack+product+image;https://www.google.com/search?q=CBC+Amber+Weiss+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";CBC Amber Weiss bottle pack product image
Jack Black Lager;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Jack+Black+Lager+bottle+pack+product+image;https://www.google.com/search?q=Jack+Black+Lager+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Jack Black Lager bottle pack product image
Darling Bone Crusher;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Darling+Bone+Crusher+bottle+pack+product+image;https://www.google.com/search?q=Darling+Bone+Crusher+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Darling Bone Crusher bottle pack product image
Mitchell's Bosun's Bitter;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Mitchell%27s+Bosun%27s+Bitter+bottle+pack+product+image;https://www.google.com/search?q=Mitchell%27s+Bosun%27s+Bitter+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Mitchell's Bosun's Bitter bottle pack product image
Meerlust Rubicon;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Meerlust+Rubicon+bottle+pack+product+image;https://www.google.com/search?q=Meerlust+Rubicon+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Meerlust Rubicon bottle pack product image
Kanonkop Paul Sauer;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Kanonkop+Paul+Sauer+bottle+pack+product+image;https://www.google.com/search?q=Kanonkop+Paul+Sauer+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Kanonkop Paul Sauer bottle pack product image
Kanonkop Black Label Pinotage;Wine - Premium;750ml;;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Kanonkop+Black+Label+Pinotage+bottle+pack+product+image;https://www.google.com/search?q=Kanonkop+Black+Label+Pinotage+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Kanonkop Black Label Pinotage bottle pack product image
Rust en Vrede Estate;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Rust+en+Vrede+Estate+bottle+pack+product+image;https://www.google.com/search?q=Rust+en+Vrede+Estate+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Rust en Vrede Estate bottle pack product image
Vilafonté Series C;Wine - Premium;750ml;;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Vilafont%C3%A9+Series+C+bottle+pack+product+image;https://www.google.com/search?q=Vilafont%C3%A9+Series+C+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Vilafonté Series C bottle pack product image
Vilafonté Series M;Wine - Premium;750ml;;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Vilafont%C3%A9+Series+M+bottle+pack+product+image;https://www.google.com/search?q=Vilafont%C3%A9+Series+M+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Vilafonté Series M bottle pack product image
Hamilton Russell Vineyards Pinot Noir;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Hamilton+Russell+Vineyards+Pinot+Noir+bottle+pack+product+image;https://www.google.com/search?q=Hamilton+Russell+Vineyards+Pinot+Noir+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hamilton Russell Vineyards Pinot Noir bottle pack product image
Hamilton Russell Vineyards Chardonnay;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Hamilton+Russell+Vineyards+Chardonnay+bottle+pack+product+image;https://www.google.com/search?q=Hamilton+Russell+Vineyards+Chardonnay+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hamilton Russell Vineyards Chardonnay bottle pack product image
Mullineux Syrah;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Mullineux+Syrah+bottle+pack+product+image;https://www.google.com/search?q=Mullineux+Syrah+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Mullineux Syrah bottle pack product image
Mullineux Granite Chenin Blanc;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Mullineux+Granite+Chenin+Blanc+bottle+pack+product+image;https://www.google.com/search?q=Mullineux+Granite+Chenin+Blanc+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Mullineux Granite Chenin Blanc bottle pack product image
Thelema Cabernet Sauvignon;Wine - Premium;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Thelema+Cabernet+Sauvignon+bottle+pack+product+image;https://www.google.com/search?q=Thelema+Cabernet+Sauvignon+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Thelema Cabernet Sauvignon bottle pack product image
